20527,CAIQUE JARBAS,CAIQUE,JARBAS,39530526,1957440571,CAIQUE@yahoo.com.br,510530,10020526
20528,VITOR ANIBIO,VITOR,ANIBIO,39530527,1957440572,VITOR@yahoo.com.br,290620,10020527
20529,AMADEUS MARILENA,AMADEUS,MARILENA,39530528,1957440573,AMADEUS@yahoo.com.br,291090,10020528
20530,EIJI MARCELINO,EIJI,MARCELINO,39530529,1957440574,EIJI@yahoo.com.br,310980,10020529
20531,ARI TATIANI,ARI,TATIANI,39530530,1957440575,ARI@yahoo.com.br,431390,10020530
20532,CHRISTINE DERNEVALDO,CHRISTINE,DERNEVALDO,39530531,1957440576,CHRISTINE@yahoo.com.br,520055,10020531
20533,HUGUES OTHMAR,HUGUES,OTHMAR,39530532,1957440577,HUGUES@yahoo.com.br,211085,10020532
20534,ARNOLD DENNER,ARNOLD,DENNER,39530533,1957440578,ARNOLD@yahoo.com.br,350650,10020533
20535,DOMILSON NERISSA,DOMILSON,NERISSA,39530534,1957440579,DOMILSON@yahoo.com.br,290410,10020534
20536,BARBARA ANTONY,BARBARA,ANTONY,39530535,1957440580,BARBARA@yahoo.com.br,220150,10020535
20537,FABRISA EDELMANDO,FABRISA,EDELMANDO,39530536,1957440581,FABRISA@yahoo.com.br,431405,10020536
20538,FBIO TOMS,FBIO,TOMS,39530537,1957440582,FBIO@yahoo.com.br,421940,10020537
20539,IZOMAR SUELI,IZOMAR,SUELI,39530538,1957440583,IZOMAR@yahoo.com.br,355580,10020538
20540,SILMARA GUINALDO,SILMARA,GUINALDO,39530539,1957440584,SILMARA@yahoo.com.br,354760,10020539
20541,MARINO LUCENO,MARINO,LUCENO,39530540,1957440585,MARINO@yahoo.com.br,260830,10020540
20542,WLADIMIR DORVAL,WLADIMIR,DORVAL,39530541,1957440586,WLADIMIR@yahoo.com.br,220198,10020541
20543,HORMINO RIKARDO,HORMINO,RIKARDO,39530542,1957440587,HORMINO@yahoo.com.br,421660,10020542
20544,ARI OLAVO,ARI,OLAVO,39530543,1957440588,ARI@yahoo.com.br,210460,10020543
20545,ADEMIR DENNER,ADEMIR,DENNER,39530544,1957440589,ADEMIR@yahoo.com.br,260805,10020544
20546,ODEMAR WALKIRIA,ODEMAR,WALKIRIA,39530545,1957440590,ODEMAR@yahoo.com.br,311600,10020545
20547,BRAZ HELMUT,BRAZ,HELMUT,39530546,1957440591,BRAZ@yahoo.com.br,432090,10020546
20548,CRISTIAN GILTON,CRISTIAN,GILTON,39530547,1957440592,CRISTIAN@yahoo.com.br,311240,10020547
20549,MASSAMI ESTEFANO,MASSAMI,ESTEFANO,39530548,1957440593,MASSAMI@yahoo.com.br,431513,10020548
20550,ADELINA LEILA,ADELINA,LEILA,39530549,1957440594,ADELINA@yahoo.com.br,316390,10020549
20551,JHONY DIRCE,JHONY,DIRCE,39530550,1957440595,JHONY@yahoo.com.br,315510,10020550
20552,MARCELE ALCINDO,MARCELE,ALCINDO,39530551,1957440596,MARCELE@yahoo.com.br,150440,10020551
20553,ANIBAL IRACILDA,ANIBAL,IRACILDA,39530552,1957440597,ANIBAL@yahoo.com.br,316160,10020552
20554,OSWALDO GILVANDO,OSWALDO,GILVANDO,39530553,1957440598,OSWALDO@yahoo.com.br,240830,10020553
20555,SADAKO WILMA,SADAKO,WILMA,39530554,1957440599,SADAKO@yahoo.com.br,520520,10020554
20556,JASPER JOSIENE,JASPER,JOSIENE,39530555,1957440600,JASPER@yahoo.com.br,250370,10020555
20557,EDMUNDO GILCA,EDMUNDO,GILCA,39530556,1957440601,EDMUNDO@yahoo.com.br,310400,10020556
20558,ROSA MOISES,ROSA,MOISES,39530557,1957440602,ROSA@yahoo.com.br,431057,10020557
20559,MAURIVON MRCIA,MAURIVON,MRCIA,39530558,1957440603,MAURIVON@yahoo.com.br,311040,10020558
20560,GABRIELLE HARUO,GABRIELLE,HARUO,39530559,1957440604,GABRIELLE@yahoo.com.br,353580,10020559
20561,VILMA CLEUTER,VILMA,CLEUTER,39530560,1957440605,VILMA@yahoo.com.br,231060,10020560
20562,JOEL RIVANILDO,JOEL,RIVANILDO,39530561,1957440606,JOEL@yahoo.com.br,311520,10020561
20563,ROQUE BRANCA,ROQUE,BRANCA,39530562,1957440607,ROQUE@yahoo.com.br,330440,10020562
20564,OLGA JOVELINO,OLGA,JOVELINO,39530563,1957440608,OLGA@yahoo.com.br,150670,10020563
20565,ARMINDO CIRENE,ARMINDO,CIRENE,39530564,1957440609,ARMINDO@yahoo.com.br,110040,10020564
20566,CLEITON DAVI,CLEITON,DAVI,39530565,1957440610,CLEITON@yahoo.com.br,353040,10020565
20567,JANEDSON TEFILO,JANEDSON,TEFILO,39530566,1957440611,JANEDSON@yahoo.com.br,330580,10020566
20568,JORDELIO HOMERO,JORDELIO,HOMERO,39530567,1957440612,JORDELIO@yahoo.com.br,421860,10020567
20569,NAVAL SILMARA,NAVAL,SILMARA,39530568,1957440613,NAVAL@yahoo.com.br,421790,10020568
20570,LINOEL ERIVALDO,LINOEL,ERIVALDO,39530569,1957440614,LINOEL@yahoo.com.br,355395,10020569
20571,LUCIA MISAO,LUCIA,MISAO,39530570,1957440615,LUCIA@yahoo.com.br,330415,10020570
20572,IRACILDA VALDINEI,IRACILDA,VALDINEI,39530571,1957440616,IRACILDA@yahoo.com.br,270520,10020571
20573,JOSBECASI SAMMY,JOSBECASI,SAMMY,39530572,1957440617,JOSBECASI@yahoo.com.br,251100,10020572
20574,VILSON LUZIMAR,VILSON,LUZIMAR,39530573,1957440618,VILSON@yahoo.com.br,520150,10020573
20575,MIGUEL AMAURI,MIGUEL,AMAURI,39530574,1957440619,MIGUEL@yahoo.com.br,231200,10020574
20576,LILIANA DONIZETE,LILIANA,DONIZETE,39530575,1957440620,LILIANA@yahoo.com.br,510710,10020575
20577,GYLSON ILO,GYLSON,ILO,39530576,1957440621,GYLSON@yahoo.com.br,355440,10020576
20578,CARMO EDIREZ,CARMO,EDIREZ,39530577,1957440622,CARMO@yahoo.com.br,311950,10020577
20579,SHIRLEY ROSEMARY,SHIRLEY,ROSEMARY,39530578,1957440623,SHIRLEY@yahoo.com.br,353110,10020578
20580,WALPHEU KARLA,WALPHEU,KARLA,39530579,1957440624,WALPHEU@yahoo.com.br,316160,10020579
20581,NIVON LAURENILDO,NIVON,LAURENILDO,39530580,1957440625,NIVON@yahoo.com.br,260120,10020580
20582,JANIO VITAL,JANIO,VITAL,39530581,1957440626,JANIO@yahoo.com.br,510624,10020581
20583,GELSON KARINA,GELSON,KARINA,39530582,1957440627,GELSON@yahoo.com.br,312980,10020582
20584,JANIRA BALMES,JANIRA,BALMES,39530583,1957440628,JANIRA@yahoo.com.br,292030,10020583
20585,DARWIN FABIUS,DARWIN,FABIUS,39530584,1957440629,DARWIN@yahoo.com.br,421870,10020584
20586,HERIVELTO KOUKI,HERIVELTO,KOUKI,39530585,1957440630,HERIVELTO@yahoo.com.br,210550,10020585
20587,MISAIAS ADAUTO,MISAIAS,ADAUTO,39530586,1957440631,MISAIAS@yahoo.com.br,431110,10020586
20588,GONZALO GALILEO,GONZALO,GALILEO,39530587,1957440632,GONZALO@yahoo.com.br,140040,10020587
20589,RENATA JUSTO,RENATA,JUSTO,39530588,1957440633,RENATA@yahoo.com.br,230610,10020588
20590,MARINS ALYSSON,MARINS,ALYSSON,39530589,1957440634,MARINS@yahoo.com.br,521460,10020589
20591,ERIC EDINILTON,ERIC,EDINILTON,39530590,1957440635,ERIC@yahoo.com.br,290290,10020590
20592,TELMA CARLOS,TELMA,CARLOS,39530591,1957440636,TELMA@yahoo.com.br,430920,10020591
20593,ANGELO ILDEFONSO,ANGELO,ILDEFONSO,39530592,1957440637,ANGELO@yahoo.com.br,260005,10020592
20594,NELSON JUAN,NELSON,JUAN,39530593,1957440638,NELSON@yahoo.com.br,411160,10020593
20595,ROSELIA CELIO,ROSELIA,CELIO,39530594,1957440639,ROSELIA@yahoo.com.br,150565,10020594
20596,HUMBERTO NACIB,HUMBERTO,NACIB,39530595,1957440640,HUMBERTO@yahoo.com.br,353290,10020595
20597,NOBUO WILIAN,NOBUO,WILIAN,39530596,1957440641,NOBUO@yahoo.com.br,421950,10020596
20598,WALKER GIVANIL,WALKER,GIVANIL,39530597,1957440642,WALKER@yahoo.com.br,310163,10020597
20599,EDSEL GABRIELLE,EDSEL,GABRIELLE,39530598,1957440643,EDSEL@yahoo.com.br,520750,10020598
20600,SCHOSIRO MARIZETE,SCHOSIRO,MARIZETE,39530599,1957440644,SCHOSIRO@yahoo.com.br,170360,10020599
20601,ROBERIO ELZO,ROBERIO,ELZO,39530600,1957440645,ROBERIO@yahoo.com.br,421610,10020600
20602,ARY DICLER,ARY,DICLER,39530601,1957440646,ARY@yahoo.com.br,250905,10020601
20603,RINALDO LCIO,RINALDO,LCIO,39530602,1957440647,RINALDO@yahoo.com.br,510525,10020602
20604,ARISTIDES ALTAIR,ARISTIDES,ALTAIR,39530603,1957440648,ARISTIDES@yahoo.com.br,330380,10020603
20605,DEBORA CHRISTIAN,DEBORA,CHRISTIAN,39530604,1957440649,DEBORA@yahoo.com.br,421690,10020604
20606,RENE JUDSON,RENE,JUDSON,39530605,1957440650,RENE@yahoo.com.br,410770,10020605
20607,NEI MONICA,NEI,MONICA,39530606,1957440651,NEI@yahoo.com.br,170025,10020606
20608,SIVONALDO VENTURA,SIVONALDO,VENTURA,39530607,1957440652,SIVONALDO@yahoo.com.br,240120,10020607
20609,ROSIENE AMAURY,ROSIENE,AMAURY,39530608,1957440653,ROSIENE@yahoo.com.br,500085,10020608
20610,CLAUDINE ADOLFO,CLAUDINE,ADOLFO,39530609,1957440654,CLAUDINE@yahoo.com.br,250700,10020609
