2,CLAUDEMIR ALANA,CLAUDEMIR,ALANA,39510001,1957420046,CLAUDEMIR@terra.com.br,270910,10000001
3,ANGEL FLORACI,ANGEL,FLORACI,39510002,1957420047,ANGEL@terra.com.br,420895,10000002
4,DAMIANA DOVAL,DAMIANA,DOVAL,39510003,1957420048,DAMIANA@terra.com.br,354190,10000003
5,NUNO JONICLEI,NUNO,JONICLEI,39510004,1957420049,NUNO@terra.com.br,316850,10000004
6,YUMI SEVERINO,YUMI,SEVERINO,39510005,1957420050,YUMI@terra.com.br,230395,10000005
7,ULISSES FLAVIA,ULISSES,FLAVIA,39510006,1957420051,ULISSES@terra.com.br,261190,10000006
8,QUITERIO LILIAM,QUITERIO,LILIAM,39510007,1957420052,QUITERIO@terra.com.br,171660,10000007
9,DOMILSON JONILDO,DOMILSON,JONILDO,39510008,1957420053,DOMILSON@terra.com.br,316630,10000008
10,JOS AFRNIO,JOS,AFRNIO,39510009,1957420054,JOS@terra.com.br,291990,10000009
11,JARDEL DOURIVALDO,JARDEL,DOURIVALDO,39510010,1957420055,JARDEL@terra.com.br,410050,10000010
12,SILVIA RAUL,SILVIA,RAUL,39510011,1957420056,SILVIA@terra.com.br,354690,10000011
13,AUGUSTO HELDER,AUGUSTO,HELDER,39510012,1957420057,AUGUSTO@terra.com.br,412790,10000012
14,MARIZETE ADRIANE,MARIZETE,ADRIANE,39510013,1957420058,MARIZETE@terra.com.br,171665,10000013
15,ETEVALDO ENIO,ETEVALDO,ENIO,39510014,1957420059,ETEVALDO@terra.com.br,314400,10000014
16,LUZIMAR SEBASTIAO,LUZIMAR,SEBASTIAO,39510015,1957420060,LUZIMAR@terra.com.br,431290,10000015
17,EROS ODONTINO,EROS,ODONTINO,39510016,1957420061,EROS@terra.com.br,270860,10000016
18,WANDER JAIRO,WANDER,JAIRO,39510017,1957420062,WANDER@terra.com.br,521030,10000017
19,ARMANDO ELEANDRO,ARMANDO,ELEANDRO,39510018,1957420063,ARMANDO@terra.com.br,521900,10000018
20,AMANDA ALECIO,AMANDA,ALECIO,39510019,1957420064,AMANDA@terra.com.br,313130,10000019
21,SVIO DORGIVAL,SVIO,DORGIVAL,39510020,1957420065,SVIO@terra.com.br,432215,10000020
22,MAILA JILDERLON,MAILA,JILDERLON,39510021,1957420066,MAILA@terra.com.br,411275,10000021
23,CARLO TOSHIRO,CARLO,TOSHIRO,39510022,1957420067,CARLO@terra.com.br,330330,10000022
24,ARIEL VALDAIR,ARIEL,VALDAIR,39510023,1957420068,ARIEL@terra.com.br,280190,10000023
25,ADNELSON ROSEMEIRE,ADNELSON,ROSEMEIRE,39510024,1957420069,ADNELSON@terra.com.br,313190,10000024
26,JOELMA ELLEN,JOELMA,ELLEN,39510025,1957420070,JOELMA@terra.com.br,171150,10000025
27,LOURIVAL MIRIAM,LOURIVAL,MIRIAM,39510026,1957420071,LOURIVAL@terra.com.br,130100,10000026
28,GENES ARIANE,GENES,ARIANE,39510027,1957420072,GENES@terra.com.br,420920,10000027
29,SAMUEL HAJIME,SAMUEL,HAJIME,39510028,1957420073,SAMUEL@terra.com.br,510740,10000028
30,ARLEI RICO,ARLEI,RICO,39510029,1957420074,ARLEI@terra.com.br,521580,10000029
31,MARLOS GEOVNNIO,MARLOS,GEOVNNIO,39510030,1957420075,MARLOS@terra.com.br,312695,10000030
32,NAIORAMA ELI,NAIORAMA,ELI,39510031,1957420076,NAIORAMA@terra.com.br,240280,10000031
33,ONIVALDO NEUSA,ONIVALDO,NEUSA,39510032,1957420077,ONIVALDO@terra.com.br,431070,10000032
34,DONATO URIKA,DONATO,URIKA,39510033,1957420078,DONATO@terra.com.br,420670,10000033
35,CASSIA JANES,CASSIA,JANES,39510034,1957420079,CASSIA@terra.com.br,330513,10000034
36,ALEGRIA UILTON,ALEGRIA,UILTON,39510035,1957420080,ALEGRIA@terra.com.br,316070,10000035
37,ALCENINHO TJIOE,ALCENINHO,TJIOE,39510036,1957420081,ALCENINHO@terra.com.br,313150,10000036
38,JACK EMLIO,JACK,EMLIO,39510037,1957420082,JACK@terra.com.br,521805,10000037
39,BASILIO RGIS,BASILIO,RGIS,39510038,1957420083,BASILIO@terra.com.br,150650,10000038
