19847,MARLUCIO ARNULFO,MARLUCIO,ARNULFO,39529846,1957439891,MARLUCIO@terra.com.br,432200,10019846
19848,ELBA JERSON,ELBA,JERSON,39529847,1957439892,ELBA@terra.com.br,521100,10019847
19849,THAISA DEONILDO,THAISA,DEONILDO,39529848,1957439893,THAISA@terra.com.br,231000,10019848
19850,VALDELCIO ANDRES,VALDELCIO,ANDRES,39529849,1957439894,VALDELCIO@terra.com.br,314220,10019849
19851,LGIA EDILOM,LGIA,EDILOM,39529850,1957439895,LGIA@terra.com.br,316660,10019850
19852,JACOB ADNELSON,JACOB,ADNELSON,39529851,1957439896,JACOB@terra.com.br,160005,10019851
19853,ACIO EUNPIO,ACIO,EUNPIO,39529852,1957439897,ACIO@terra.com.br,150550,10019852
19854,NACIB ANGLIO,NACIB,ANGLIO,39529853,1957439898,NACIB@terra.com.br,150660,10019853
19855,EDEVADO OLGA,EDEVADO,OLGA,39529854,1957439899,EDEVADO@terra.com.br,315310,10019854
19856,THOMAZ SUELI,THOMAZ,SUELI,39529855,1957439900,THOMAZ@terra.com.br,211195,10019855
19857,IOLANDA CHOZUM,IOLANDA,CHOZUM,39529856,1957439901,IOLANDA@terra.com.br,290770,10019856
19858,PAULO IDALINA,PAULO,IDALINA,39529857,1957439902,PAULO@terra.com.br,240710,10019857
19859,CLAUDIA IRES,CLAUDIA,IRES,39529858,1957439903,CLAUDIA@terra.com.br,270880,10019858
19860,GUINEL EDERVAL,GUINEL,EDERVAL,39529859,1957439904,GUINEL@terra.com.br,410315,10019859
19861,CINTHIA NEWTON,CINTHIA,NEWTON,39529860,1957439905,CINTHIA@terra.com.br,430085,10019860
19862,LADISLAU JOZINALDO,LADISLAU,JOZINALDO,39529861,1957439906,LADISLAU@terra.com.br,350850,10019861
19863,MOACYR ANTONY,MOACYR,ANTONY,39529862,1957439907,MOACYR@terra.com.br,320020,10019862
19864,ELIENAI RONAN,ELIENAI,RONAN,39529863,1957439908,ELIENAI@terra.com.br,410785,10019863
19865,VALQUIRIA VANESSA,VALQUIRIA,VANESSA,39529864,1957439909,VALQUIRIA@terra.com.br,150445,10019864
19866,UBIRASSIM ALTEVI,UBIRASSIM,ALTEVI,39529865,1957439910,UBIRASSIM@terra.com.br,521480,10019865
19867,EILSON MARCELLO,EILSON,MARCELLO,39529866,1957439911,EILSON@terra.com.br,316250,10019866
19868,HARUO IZAMAR,HARUO,IZAMAR,39529867,1957439912,HARUO@terra.com.br,521850,10019867
19869,DEIVID GEOVNNIO,DEIVID,GEOVNNIO,39529868,1957439913,DEIVID@terra.com.br,353440,10019868
19870,JADIR ANGELITA,JADIR,ANGELITA,39529869,1957439914,JADIR@terra.com.br,420243,10019869
19871,QUIMIE CLETO,QUIMIE,CLETO,39529870,1957439915,QUIMIE@terra.com.br,432067,10019870
19872,LOURDES IZILDA,LOURDES,IZILDA,39529871,1957439916,LOURDES@terra.com.br,270760,10019871
19873,MARLA ARISTON,MARLA,ARISTON,39529872,1957439917,MARLA@terra.com.br,510631,10019872
19874,JUCILEI ROBISON,JUCILEI,ROBISON,39529873,1957439918,JUCILEI@terra.com.br,520425,10019873
19875,CASSIO CASSIA,CASSIO,CASSIA,39529874,1957439919,CASSIO@terra.com.br,210235,10019874
19876,MILENA VALDECIR,MILENA,VALDECIR,39529875,1957439920,MILENA@terra.com.br,250980,10019875
19877,BENVINDO ELOI,BENVINDO,ELOI,39529876,1957439921,BENVINDO@terra.com.br,311455,10019876
19878,GLORINEIDE ISALTINO,GLORINEIDE,ISALTINO,39529877,1957439922,GLORINEIDE@terra.com.br,270880,10019877
19879,JANURIO TIBRIO,JANURIO,TIBRIO,39529878,1957439923,JANURIO@terra.com.br,312210,10019878
19880,VIVIAN ODINEIDE,VIVIAN,ODINEIDE,39529879,1957439924,VIVIAN@terra.com.br,310410,10019879
19881,DBORA AQUILES,DBORA,AQUILES,39529880,1957439925,DBORA@terra.com.br,351907,10019880
19882,JOZIVALDO SABINO,JOZIVALDO,SABINO,39529881,1957439926,JOZIVALDO@terra.com.br,241445,10019881
19883,JOSENALDO CAIO,JOSENALDO,CAIO,39529882,1957439927,JOSENALDO@terra.com.br,230185,10019882
19884,HUDSON DALMIRO,HUDSON,DALMIRO,39529883,1957439928,HUDSON@terra.com.br,522050,10019883
19885,ESDRAS WALTHER,ESDRAS,WALTHER,39529884,1957439929,ESDRAS@terra.com.br,210970,10019884
19886,LUANNA AMERICO,LUANNA,AMERICO,39529885,1957439930,LUANNA@terra.com.br,316530,10019885
19887,JANES ALLYSSON,JANES,ALLYSSON,39529886,1957439931,JANES@terra.com.br,330220,10019886
19888,INOCNCIO MARGARIDA,INOCNCIO,MARGARIDA,39529887,1957439932,INOCNCIO@terra.com.br,410753,10019887
19889,OLDAQUE HELMUT,OLDAQUE,HELMUT,39529888,1957439933,OLDAQUE@terra.com.br,355450,10019888
19890,CARLITO ALEXSANDRO,CARLITO,ALEXSANDRO,39529889,1957439934,CARLITO@terra.com.br,250100,10019889
19891,GLUCIO ONIVALDO,GLUCIO,ONIVALDO,39529890,1957439935,GLUCIO@terra.com.br,270450,10019890
19892,EMERSON WALKIRIA,EMERSON,WALKIRIA,39529891,1957439936,EMERSON@terra.com.br,313390,10019891
19893,CLETO HAIRTON,CLETO,HAIRTON,39529892,1957439937,CLETO@terra.com.br,240060,10019892
19894,CONSUELO DANIELLE,CONSUELO,DANIELLE,39529893,1957439938,CONSUELO@terra.com.br,421340,10019893
19895,GALILEO EVA,GALILEO,EVA,39529894,1957439939,GALILEO@terra.com.br,292770,10019894
19896,ARNOLDO BINGGELI,ARNOLDO,BINGGELI,39529895,1957439940,ARNOLDO@terra.com.br,293290,10019895
19897,CARMELIO NORDELIODE,CARMELIO,NORDELIODE,39529896,1957439941,CARMELIO@terra.com.br,220855,10019896
19898,JULIAN LUDOVICO,JULIAN,LUDOVICO,39529897,1957439942,JULIAN@terra.com.br,412820,10019897
19899,IRENO ARNULFO,IRENO,ARNULFO,39529898,1957439943,IRENO@terra.com.br,290990,10019898
19900,GENES IZAURINO,GENES,IZAURINO,39529899,1957439944,GENES@terra.com.br,220675,10019899
19901,IVAN FARLEY,IVAN,FARLEY,39529900,1957439945,IVAN@terra.com.br,316040,10019900
19902,SERJO ROSIMARI,SERJO,ROSIMARI,39529901,1957439946,SERJO@terra.com.br,315610,10019901
19903,JORDO JEVERSON,JORDO,JEVERSON,39529902,1957439947,JORDO@terra.com.br,421145,10019902
19904,DIONE GILBERTIANA,DIONE,GILBERTIANA,39529903,1957439948,DIONE@terra.com.br,312020,10019903
19905,OSORIO OLIVAR,OSORIO,OLIVAR,39529904,1957439949,OSORIO@terra.com.br,220025,10019904
19906,RONGRIO MILENA,RONGRIO,MILENA,39529905,1957439950,RONGRIO@terra.com.br,316130,10019905
19907,WALKER ERNANI,WALKER,ERNANI,39529906,1957439951,WALKER@terra.com.br,220780,10019906
19908,ACILINO CLUDIO,ACILINO,CLUDIO,39529907,1957439952,ACILINO@terra.com.br,292760,10019907
19909,ELIZANGELA ARY,ELIZANGELA,ARY,39529908,1957439953,ELIZANGELA@terra.com.br,310500,10019908
19910,CONRADO ANGELO,CONRADO,ANGELO,39529909,1957439954,CONRADO@terra.com.br,410300,10019909
19911,GLEYDSON GIUSEPE,GLEYDSON,GIUSEPE,39529910,1957439955,GLEYDSON@terra.com.br,292950,10019910
19912,FLORENCIO MARCELO,FLORENCIO,MARCELO,39529911,1957439956,FLORENCIO@terra.com.br,150270,10019911
19913,HUMBERTO HIELSON,HUMBERTO,HIELSON,39529912,1957439957,HUMBERTO@terra.com.br,431162,10019912
19914,ALEXANDRA OROZIMBO,ALEXANDRA,OROZIMBO,39529913,1957439958,ALEXANDRA@terra.com.br,240160,10019913
19915,GRIMALDO MILITO,GRIMALDO,MILITO,39529914,1957439959,GRIMALDO@terra.com.br,210870,10019914
19916,HANS AUGUSTO,HANS,AUGUSTO,39529915,1957439960,HANS@terra.com.br,220020,10019915
19917,DULCELENE RALPH,DULCELENE,RALPH,39529916,1957439961,DULCELENE@terra.com.br,150658,10019916
19918,ERNANDES RANILSON,ERNANDES,RANILSON,39529917,1957439962,ERNANDES@terra.com.br,220950,10019917
19919,LAURA WALTER,LAURA,WALTER,39529918,1957439963,LAURA@terra.com.br,220253,10019918
19920,GILDENOR JURATA,GILDENOR,JURATA,39529919,1957439964,GILDENOR@terra.com.br,170370,10019919
19921,LENES AOZENI,LENES,AOZENI,39529920,1957439965,LENES@terra.com.br,210542,10019920
19922,ODONTINO FLORACI,ODONTINO,FLORACI,39529921,1957439966,ODONTINO@terra.com.br,220095,10019921
19923,ARY LORENA,ARY,LORENA,39529922,1957439967,ARY@terra.com.br,316257,10019922
19924,HIPOLITO MATTHIAS,HIPOLITO,MATTHIAS,39529923,1957439968,HIPOLITO@terra.com.br,350340,10019923
19925,FLORIANO EMIR,FLORIANO,EMIR,39529924,1957439969,FLORIANO@terra.com.br,260150,10019924
19926,GISLAINE ANGELINA,GISLAINE,ANGELINA,39529925,1957439970,GISLAINE@terra.com.br,211250,10019925
19927,PRSIO FLAVIO,PRSIO,FLAVIO,39529926,1957439971,PRSIO@terra.com.br,431030,10019926
19928,DORVAL STEFAN,DORVAL,STEFAN,39529927,1957439972,DORVAL@terra.com.br,351310,10019927
19929,SALOMAO EDNEI,SALOMAO,EDNEI,39529928,1957439973,SALOMAO@terra.com.br,354900,10019928
19930,ADAUTO LIONSON,ADAUTO,LIONSON,39529929,1957439974,ADAUTO@terra.com.br,320335,10019929
19931,AMIR REGIS,AMIR,REGIS,39529930,1957439975,AMIR@terra.com.br,420490,10019930
19932,THAIZA BART,THAIZA,BART,39529931,1957439976,THAIZA@terra.com.br,221037,10019931
19933,ADEVAR IVANILDO,ADEVAR,IVANILDO,39529932,1957439977,ADEVAR@terra.com.br,330245,10019932
19934,JUVNCIO VANDER,JUVNCIO,VANDER,39529933,1957439978,JUVNCIO@terra.com.br,350000,10019933
19935,REINIS ADEMILSON,REINIS,ADEMILSON,39529934,1957439979,REINIS@terra.com.br,351240,10019934
19936,MIRALDO VALDEK,MIRALDO,VALDEK,39529935,1957439980,MIRALDO@terra.com.br,320503,10019935
19937,LUCAS YUKIKO,LUCAS,YUKIKO,39529936,1957439981,LUCAS@terra.com.br,316060,10019936
19938,BENCIO RANDAL,BENCIO,RANDAL,39529937,1957439982,BENCIO@terra.com.br,312675,10019937
19939,SIMAO CARMENCITA,SIMAO,CARMENCITA,39529938,1957439983,SIMAO@terra.com.br,260020,10019938
19940,TOSHIMASSA ADELSON,TOSHIMASSA,ADELSON,39529939,1957439984,TOSHIMASSA@terra.com.br,231010,10019939
19941,EVELYN ALAIR,EVELYN,ALAIR,39529940,1957439985,EVELYN@terra.com.br,316190,10019940
19942,LVIA OTONIEL,LVIA,OTONIEL,39529941,1957439986,LVIA@terra.com.br,171750,10019941
19943,ANTNIO MAURCIO,ANTNIO,MAURCIO,39529942,1957439987,ANTNIO@terra.com.br,412320,10019942
19944,EURIPEDES DEVANIR,EURIPEDES,DEVANIR,39529943,1957439988,EURIPEDES@terra.com.br,260860,10019943
19945,APARECIDA NILDA,APARECIDA,NILDA,39529944,1957439989,APARECIDA@terra.com.br,500060,10019944
19946,JUNHO RACHEL,JUNHO,RACHEL,39529945,1957439990,JUNHO@terra.com.br,421310,10019945
19947,CELINA YOLANDO,CELINA,YOLANDO,39529946,1957439991,CELINA@terra.com.br,240460,10019946
19948,ARNALDO VITORINO,ARNALDO,VITORINO,39529947,1957439992,ARNALDO@terra.com.br,520800,10019947
19949,VENTURA MATTHIAS,VENTURA,MATTHIAS,39529948,1957439993,VENTURA@terra.com.br,310880,10019948
19950,ALCENINHO ULDIS,ALCENINHO,ULDIS,39529949,1957439994,ALCENINHO@terra.com.br,171575,10019949
19951,GASTO JENIVALDO,GASTO,JENIVALDO,39529950,1957439995,GASTO@terra.com.br,510600,10019950
19952,JOSAF ALDENIR,JOSAF,ALDENIR,39529951,1957439996,JOSAF@terra.com.br,260710,10019951
19953,MOIZS IVANILDO,MOIZS,IVANILDO,39529952,1957439997,MOIZS@terra.com.br,150040,10019952
19954,ADELINO RICHARD,ADELINO,RICHARD,39529953,1957439998,ADELINO@terra.com.br,330430,10019953
19955,ATTILIO ANO,ATTILIO,ANO,39529954,1957439999,ATTILIO@terra.com.br,251200,10019954
19956,ZILDO ALAIN,ZILDO,ALAIN,39529955,1957440000,ZILDO@terra.com.br,411400,10019955
19957,ADILTON DEVAIR,ADILTON,DEVAIR,39529956,1957440001,ADILTON@terra.com.br,250800,10019956
19958,JEFFREY ENEAS,JEFFREY,ENEAS,39529957,1957440002,JEFFREY@terra.com.br,510830,10019957
19959,DENY ARNOLDO,DENY,ARNOLDO,39529958,1957440003,DENY@terra.com.br,430005,10019958
19960,ANNE VASCO,ANNE,VASCO,39529959,1957440004,ANNE@terra.com.br,150000,10019959
19961,FLEDILSON SAUL,FLEDILSON,SAUL,39529960,1957440005,FLEDILSON@terra.com.br,500793,10019960
19962,FABRISA SHEILA,FABRISA,SHEILA,39529961,1957440006,FABRISA@terra.com.br,240560,10019961
19963,CLAUDECY LYSTER,CLAUDECY,LYSTER,39529962,1957440007,CLAUDECY@terra.com.br,431848,10019962
19964,DANIELLE GYLSON,DANIELLE,GYLSON,39529963,1957440008,DANIELLE@terra.com.br,355600,10019963
19965,YURI JUNE,YURI,JUNE,39529964,1957440009,YURI@terra.com.br,130080,10019964
19966,LIDIANA VIVIANI,LIDIANA,VIVIANI,39529965,1957440010,LIDIANA@terra.com.br,313300,10019965
19967,UBIRASSIM JOSIENE,UBIRASSIM,JOSIENE,39529966,1957440011,UBIRASSIM@terra.com.br,354690,10019966
19968,KIYOMI FUSAKO,KIYOMI,FUSAKO,39529967,1957440012,KIYOMI@terra.com.br,421550,10019967
19969,EGON ANGELA,EGON,ANGELA,39529968,1957440013,EGON@terra.com.br,353370,10019968
19970,SANDRO FATIMA,SANDRO,FATIMA,39529969,1957440014,SANDRO@terra.com.br,351320,10019969
19971,NEZIAS GYLSON,NEZIAS,GYLSON,39529970,1957440015,NEZIAS@terra.com.br,354380,10019970
19972,SANDER WALMIR,SANDER,WALMIR,39529971,1957440016,SANDER@terra.com.br,231040,10019971
19973,RAMALHO RONDINELE,RAMALHO,RONDINELE,39529972,1957440017,RAMALHO@terra.com.br,293360,10019972
19974,MATUSALEM JESUINO,MATUSALEM,JESUINO,39529973,1957440018,MATUSALEM@terra.com.br,432055,10019973
19975,URANIO JUAN,URANIO,JUAN,39529974,1957440019,URANIO@terra.com.br,411885,10019974
19976,DEBORAH CLOVIS,DEBORAH,CLOVIS,39529975,1957440020,DEBORAH@terra.com.br,350040,10019975
19977,JANSLEY BRUCE,JANSLEY,BRUCE,39529976,1957440021,JANSLEY@terra.com.br,430655,10019976
19978,OSMRIO LINDALVA,OSMRIO,LINDALVA,39529977,1957440022,OSMRIO@terra.com.br,430064,10019977
19979,ELIVAR ROMULO,ELIVAR,ROMULO,39529978,1957440023,ELIVAR@terra.com.br,250430,10019978
19980,RONAN MELQUES,RONAN,MELQUES,39529979,1957440024,RONAN@terra.com.br,430480,10019979
19981,ELI ERNANE,ELI,ERNANE,39529980,1957440025,ELI@terra.com.br,351230,10019980
19982,SORAYA TEOTONIO,SORAYA,TEOTONIO,39529981,1957440026,SORAYA@terra.com.br,351518,10019981
19983,JOVAIR HUGO,JOVAIR,HUGO,39529982,1957440027,JOVAIR@terra.com.br,311800,10019982
19984,KARIN DIMAS,KARIN,DIMAS,39529983,1957440028,KARIN@terra.com.br,521830,10019983
19985,LESLIE OSMAR,LESLIE,OSMAR,39529984,1957440029,LESLIE@terra.com.br,315895,10019984
19986,JOELMA JANUARIO,JOELMA,JANUARIO,39529985,1957440030,JOELMA@terra.com.br,220987,10019985
19987,RAELSON SHIGUEYUKI,RAELSON,SHIGUEYUKI,39529986,1957440031,RAELSON@terra.com.br,230450,10019986
19988,ADELARA GINEZ,ADELARA,GINEZ,39529987,1957440032,ADELARA@terra.com.br,430180,10019987
19989,LADISLAU ORESTES,LADISLAU,ORESTES,39529988,1957440033,LADISLAU@terra.com.br,353540,10019988
19990,LINDOMAR QUIOXY,LINDOMAR,QUIOXY,39529989,1957440034,LINDOMAR@terra.com.br,280360,10019989
19991,RONAN EDIO,RONAN,EDIO,39529990,1957440035,RONAN@terra.com.br,290840,10019990
19992,GEIR UILTON,GEIR,UILTON,39529991,1957440036,GEIR@terra.com.br,291540,10019991
19993,ALCIRIO JOSHUA,ALCIRIO,JOSHUA,39529992,1957440037,ALCIRIO@terra.com.br,251020,10019992
19994,RALFIO VALDEMAR,RALFIO,VALDEMAR,39529993,1957440038,RALFIO@terra.com.br,510130,10019993
19995,SANDER ESTEFANO,SANDER,ESTEFANO,39529994,1957440039,SANDER@terra.com.br,355150,10019994
19996,IRIO EDICARLOS,IRIO,EDICARLOS,39529995,1957440040,IRIO@terra.com.br,231370,10019995
19997,JOSUEL BRUCE,JOSUEL,BRUCE,39529996,1957440041,JOSUEL@terra.com.br,500260,10019996
19998,GIVALDO DALEONI,GIVALDO,DALEONI,39529997,1957440042,GIVALDO@terra.com.br,421500,10019997
19999,DEJAIR PIERLUIGI,DEJAIR,PIERLUIGI,39529998,1957440043,DEJAIR@terra.com.br,160021,10019998
20000,CLAUDINEIA QUIOXY,CLAUDINEIA,QUIOXY,39529999,1957440044,CLAUDINEIA@terra.com.br,421620,10019999
20001,PERI ABLIO,PERI,ABLIO,39530000,1957440045,PERI@terra.com.br,354020,10020000
20002,EDUANI GULIVER,EDUANI,GULIVER,39530001,1957440046,EDUANI@terra.com.br,270910,10020001
20003,EUSEBIO RODNEI,EUSEBIO,RODNEI,39530002,1957440047,EUSEBIO@terra.com.br,420895,10020002
20004,ELIZETHE ELIAS,ELIZETHE,ELIAS,39530003,1957440048,ELIZETHE@terra.com.br,354190,10020003
