2,OUROCARD,OURO,10000000000,VISA,2
3,ITAUCARD,5 ESTRELAS,10000000001,MASTERCARD,3
4,OUROCARD,OURO,10000000002,MASTERCARD,4
5,ITAUCARD,5 ESTRELAS,10000000003,VISA,5
6,ITAUCARD,PLATINUM,10000000004,AMERICAN EXPRESS CARD,6
7,OUROCARD,OURO,10000000005,VISA,7
8,ITAUCARD,5 ESTRELAS,10000000006,MASTERCARD,8
9,OUROCARD,OURO,10000000007,MASTERCARD,9
10,ITAUCARD,5 ESTRELAS,10000000008,VISA,10
11,ITAUCARD,PLATINUM,10000000009,AMERICAN EXPRESS CARD,11
12,OUROCARD,OURO,10000000010,VISA,12
13,ITAUCARD,5 ESTRELAS,10000000011,MASTERCARD,13
14,OUROCARD,OURO,10000000012,MASTERCARD,14
15,ITAUCARD,5 ESTRELAS,10000000013,VISA,15
16,ITAUCARD,PLATINUM,10000000014,AMERICAN EXPRESS CARD,16
17,OUROCARD,OURO,10000000015,VISA,17
18,ITAUCARD,5 ESTRELAS,10000000016,MASTERCARD,18
19,OUROCARD,OURO,10000000017,MASTERCARD,19
20,ITAUCARD,5 ESTRELAS,10000000018,VISA,20
21,ITAUCARD,PLATINUM,10000000019,AMERICAN EXPRESS CARD,21
22,OUROCARD,OURO,10000000020,VISA,22
23,ITAUCARD,5 ESTRELAS,10000000021,MASTERCARD,23
24,OUROCARD,OURO,10000000022,MASTERCARD,24
25,ITAUCARD,5 ESTRELAS,10000000023,VISA,25
26,ITAUCARD,PLATINUM,10000000024,AMERICAN EXPRESS CARD,26
27,OUROCARD,OURO,10000000025,VISA,27
28,ITAUCARD,5 ESTRELAS,10000000026,MASTERCARD,28
29,OUROCARD,OURO,10000000027,MASTERCARD,29
30,ITAUCARD,5 ESTRELAS,10000000028,VISA,30
31,ITAUCARD,PLATINUM,10000000029,AMERICAN EXPRESS CARD,31
32,OUROCARD,OURO,10000000030,VISA,32
33,ITAUCARD,5 ESTRELAS,10000000031,MASTERCARD,33
34,OUROCARD,OURO,10000000032,MASTERCARD,34
35,ITAUCARD,5 ESTRELAS,10000000033,VISA,35
36,ITAUCARD,PLATINUM,10000000034,AMERICAN EXPRESS CARD,36
37,OUROCARD,OURO,10000000035,VISA,37
38,ITAUCARD,5 ESTRELAS,10000000036,MASTERCARD,38
39,OUROCARD,OURO,10000000037,MASTERCARD,39
40,ITAUCARD,5 ESTRELAS,10000000038,VISA,40
41,ITAUCARD,PLATINUM,10000000039,AMERICAN EXPRESS CARD,41
42,OUROCARD,OURO,10000000040,VISA,42
43,ITAUCARD,5 ESTRELAS,10000000041,MASTERCARD,43
44,OUROCARD,OURO,10000000042,MASTERCARD,44
45,ITAUCARD,5 ESTRELAS,10000000043,VISA,45
46,ITAUCARD,PLATINUM,10000000044,AMERICAN EXPRESS CARD,46
47,OUROCARD,OURO,10000000045,VISA,47
48,ITAUCARD,5 ESTRELAS,10000000046,MASTERCARD,48
49,OUROCARD,OURO,10000000047,MASTERCARD,49
50,ITAUCARD,5 ESTRELAS,10000000048,VISA,50
51,ITAUCARD,PLATINUM,10000000049,AMERICAN EXPRESS CARD,51
52,OUROCARD,OURO,10000000050,VISA,52
53,ITAUCARD,5 ESTRELAS,10000000051,MASTERCARD,53
54,OUROCARD,OURO,10000000052,MASTERCARD,54
55,ITAUCARD,5 ESTRELAS,10000000053,VISA,55
56,ITAUCARD,PLATINUM,10000000054,AMERICAN EXPRESS CARD,56
57,OUROCARD,OURO,10000000055,VISA,57
58,ITAUCARD,5 ESTRELAS,10000000056,MASTERCARD,58
59,OUROCARD,OURO,10000000057,MASTERCARD,59
60,ITAUCARD,5 ESTRELAS,10000000058,VISA,60
61,ITAUCARD,PLATINUM,10000000059,AMERICAN EXPRESS CARD,61
62,OUROCARD,OURO,10000000060,VISA,62
63,ITAUCARD,5 ESTRELAS,10000000061,MASTERCARD,63
64,OUROCARD,OURO,10000000062,MASTERCARD,64
65,ITAUCARD,5 ESTRELAS,10000000063,VISA,65
66,ITAUCARD,PLATINUM,10000000064,AMERICAN EXPRESS CARD,66
67,OUROCARD,OURO,10000000065,VISA,67
68,ITAUCARD,5 ESTRELAS,10000000066,MASTERCARD,68
69,OUROCARD,OURO,10000000067,MASTERCARD,69
70,ITAUCARD,5 ESTRELAS,10000000068,VISA,70
71,ITAUCARD,PLATINUM,10000000069,AMERICAN EXPRESS CARD,71
72,OUROCARD,OURO,10000000070,VISA,72
73,ITAUCARD,5 ESTRELAS,10000000071,MASTERCARD,73
74,OUROCARD,OURO,10000000072,MASTERCARD,74
75,ITAUCARD,5 ESTRELAS,10000000073,VISA,75
76,ITAUCARD,PLATINUM,10000000074,AMERICAN EXPRESS CARD,76
77,OUROCARD,OURO,10000000075,VISA,77
78,ITAUCARD,5 ESTRELAS,10000000076,MASTERCARD,78
79,OUROCARD,OURO,10000000077,MASTERCARD,79
80,ITAUCARD,5 ESTRELAS,10000000078,VISA,80
81,ITAUCARD,PLATINUM,10000000079,AMERICAN EXPRESS CARD,81
82,OUROCARD,OURO,10000000080,VISA,82
83,ITAUCARD,5 ESTRELAS,10000000081,MASTERCARD,83
84,OUROCARD,OURO,10000000082,MASTERCARD,84
85,ITAUCARD,5 ESTRELAS,10000000083,VISA,85
86,ITAUCARD,PLATINUM,10000000084,AMERICAN EXPRESS CARD,86
87,OUROCARD,OURO,10000000085,VISA,87
88,ITAUCARD,5 ESTRELAS,10000000086,MASTERCARD,88
89,OUROCARD,OURO,10000000087,MASTERCARD,89
90,ITAUCARD,5 ESTRELAS,10000000088,VISA,90
91,ITAUCARD,PLATINUM,10000000089,AMERICAN EXPRESS CARD,91
92,OUROCARD,OURO,10000000090,VISA,92
93,ITAUCARD,5 ESTRELAS,10000000091,MASTERCARD,93
94,OUROCARD,OURO,10000000092,MASTERCARD,94
95,ITAUCARD,5 ESTRELAS,10000000093,VISA,95
96,ITAUCARD,PLATINUM,10000000094,AMERICAN EXPRESS CARD,96
97,OUROCARD,OURO,10000000095,VISA,97
98,ITAUCARD,5 ESTRELAS,10000000096,MASTERCARD,98
99,OUROCARD,OURO,10000000097,MASTERCARD,99
100,ITAUCARD,5 ESTRELAS,10000000098,VISA,100
101,ITAUCARD,PLATINUM,10000000099,AMERICAN EXPRESS CARD,101
102,OUROCARD,OURO,10000000100,VISA,102
103,ITAUCARD,5 ESTRELAS,10000000101,MASTERCARD,103
104,OUROCARD,OURO,10000000102,MASTERCARD,104
105,ITAUCARD,5 ESTRELAS,10000000103,VISA,105
106,ITAUCARD,PLATINUM,10000000104,AMERICAN EXPRESS CARD,106
107,OUROCARD,OURO,10000000105,VISA,107
108,ITAUCARD,5 ESTRELAS,10000000106,MASTERCARD,108
109,OUROCARD,OURO,10000000107,MASTERCARD,109
110,ITAUCARD,5 ESTRELAS,10000000108,VISA,110
111,ITAUCARD,PLATINUM,10000000109,AMERICAN EXPRESS CARD,111
112,OUROCARD,OURO,10000000110,VISA,112
113,ITAUCARD,5 ESTRELAS,10000000111,MASTERCARD,113
114,OUROCARD,OURO,10000000112,MASTERCARD,114
115,ITAUCARD,5 ESTRELAS,10000000113,VISA,115
116,ITAUCARD,PLATINUM,10000000114,AMERICAN EXPRESS CARD,116
117,OUROCARD,OURO,10000000115,VISA,117
118,ITAUCARD,5 ESTRELAS,10000000116,MASTERCARD,118
119,OUROCARD,OURO,10000000117,MASTERCARD,119
120,ITAUCARD,5 ESTRELAS,10000000118,VISA,120
121,ITAUCARD,PLATINUM,10000000119,AMERICAN EXPRESS CARD,121
122,OUROCARD,OURO,10000000120,VISA,122
123,ITAUCARD,5 ESTRELAS,10000000121,MASTERCARD,123
124,OUROCARD,OURO,10000000122,MASTERCARD,124
125,ITAUCARD,5 ESTRELAS,10000000123,VISA,125
126,ITAUCARD,PLATINUM,10000000124,AMERICAN EXPRESS CARD,126
127,OUROCARD,OURO,10000000125,VISA,127
128,ITAUCARD,5 ESTRELAS,10000000126,MASTERCARD,128
129,OUROCARD,OURO,10000000127,MASTERCARD,129
130,ITAUCARD,5 ESTRELAS,10000000128,VISA,130
131,ITAUCARD,PLATINUM,10000000129,AMERICAN EXPRESS CARD,131
132,OUROCARD,OURO,10000000130,VISA,132
133,ITAUCARD,5 ESTRELAS,10000000131,MASTERCARD,133
134,OUROCARD,OURO,10000000132,MASTERCARD,134
135,ITAUCARD,5 ESTRELAS,10000000133,VISA,135
136,ITAUCARD,PLATINUM,10000000134,AMERICAN EXPRESS CARD,136
137,OUROCARD,OURO,10000000135,VISA,137
138,ITAUCARD,5 ESTRELAS,10000000136,MASTERCARD,138
139,OUROCARD,OURO,10000000137,MASTERCARD,139
140,ITAUCARD,5 ESTRELAS,10000000138,VISA,140
141,ITAUCARD,PLATINUM,10000000139,AMERICAN EXPRESS CARD,141
142,OUROCARD,OURO,10000000140,VISA,142
143,ITAUCARD,5 ESTRELAS,10000000141,MASTERCARD,143
144,OUROCARD,OURO,10000000142,MASTERCARD,144
145,ITAUCARD,5 ESTRELAS,10000000143,VISA,145
146,ITAUCARD,PLATINUM,10000000144,AMERICAN EXPRESS CARD,146
147,OUROCARD,OURO,10000000145,VISA,147
148,ITAUCARD,5 ESTRELAS,10000000146,MASTERCARD,148
149,OUROCARD,OURO,10000000147,MASTERCARD,149
150,ITAUCARD,5 ESTRELAS,10000000148,VISA,150
151,ITAUCARD,PLATINUM,10000000149,AMERICAN EXPRESS CARD,151
152,OUROCARD,OURO,10000000150,VISA,152
153,ITAUCARD,5 ESTRELAS,10000000151,MASTERCARD,153
154,OUROCARD,OURO,10000000152,MASTERCARD,154
155,ITAUCARD,5 ESTRELAS,10000000153,VISA,155
156,ITAUCARD,PLATINUM,10000000154,AMERICAN EXPRESS CARD,156
157,OUROCARD,OURO,10000000155,VISA,157
158,ITAUCARD,5 ESTRELAS,10000000156,MASTERCARD,158
159,OUROCARD,OURO,10000000157,MASTERCARD,159
160,ITAUCARD,5 ESTRELAS,10000000158,VISA,160
161,ITAUCARD,PLATINUM,10000000159,AMERICAN EXPRESS CARD,161
162,OUROCARD,OURO,10000000160,VISA,162
163,ITAUCARD,5 ESTRELAS,10000000161,MASTERCARD,163
164,OUROCARD,OURO,10000000162,MASTERCARD,164
165,ITAUCARD,5 ESTRELAS,10000000163,VISA,165
166,ITAUCARD,PLATINUM,10000000164,AMERICAN EXPRESS CARD,166
167,OUROCARD,OURO,10000000165,VISA,167
168,ITAUCARD,5 ESTRELAS,10000000166,MASTERCARD,168
169,OUROCARD,OURO,10000000167,MASTERCARD,169
170,ITAUCARD,5 ESTRELAS,10000000168,VISA,170
171,ITAUCARD,PLATINUM,10000000169,AMERICAN EXPRESS CARD,171
172,OUROCARD,OURO,10000000170,VISA,172
173,ITAUCARD,5 ESTRELAS,10000000171,MASTERCARD,173
174,OUROCARD,OURO,10000000172,MASTERCARD,174
175,ITAUCARD,5 ESTRELAS,10000000173,VISA,175
176,ITAUCARD,PLATINUM,10000000174,AMERICAN EXPRESS CARD,176
177,OUROCARD,OURO,10000000175,VISA,177
178,ITAUCARD,5 ESTRELAS,10000000176,MASTERCARD,178
179,OUROCARD,OURO,10000000177,MASTERCARD,179
180,ITAUCARD,5 ESTRELAS,10000000178,VISA,180
181,ITAUCARD,PLATINUM,10000000179,AMERICAN EXPRESS CARD,181
182,OUROCARD,OURO,10000000180,VISA,182
183,ITAUCARD,5 ESTRELAS,10000000181,MASTERCARD,183
184,OUROCARD,OURO,10000000182,MASTERCARD,184
185,ITAUCARD,5 ESTRELAS,10000000183,VISA,185
186,ITAUCARD,PLATINUM,10000000184,AMERICAN EXPRESS CARD,186
187,OUROCARD,OURO,10000000185,VISA,187
188,ITAUCARD,5 ESTRELAS,10000000186,MASTERCARD,188
189,OUROCARD,OURO,10000000187,MASTERCARD,189
190,ITAUCARD,5 ESTRELAS,10000000188,VISA,190
191,ITAUCARD,PLATINUM,10000000189,AMERICAN EXPRESS CARD,191
192,OUROCARD,OURO,10000000190,VISA,192
193,ITAUCARD,5 ESTRELAS,10000000191,MASTERCARD,193
194,OUROCARD,OURO,10000000192,MASTERCARD,194
195,ITAUCARD,5 ESTRELAS,10000000193,VISA,195
196,ITAUCARD,PLATINUM,10000000194,AMERICAN EXPRESS CARD,196
197,OUROCARD,OURO,10000000195,VISA,197
198,ITAUCARD,5 ESTRELAS,10000000196,MASTERCARD,198
199,OUROCARD,OURO,10000000197,MASTERCARD,199
200,ITAUCARD,5 ESTRELAS,10000000198,VISA,200
201,ITAUCARD,PLATINUM,10000000199,AMERICAN EXPRESS CARD,201
202,OUROCARD,OURO,10000000200,VISA,202
203,ITAUCARD,5 ESTRELAS,10000000201,MASTERCARD,203
204,OUROCARD,OURO,10000000202,MASTERCARD,204
205,ITAUCARD,5 ESTRELAS,10000000203,VISA,205
206,ITAUCARD,PLATINUM,10000000204,AMERICAN EXPRESS CARD,206
207,OUROCARD,OURO,10000000205,VISA,207
208,ITAUCARD,5 ESTRELAS,10000000206,MASTERCARD,208
209,OUROCARD,OURO,10000000207,MASTERCARD,209
210,ITAUCARD,5 ESTRELAS,10000000208,VISA,210
211,ITAUCARD,PLATINUM,10000000209,AMERICAN EXPRESS CARD,211
212,OUROCARD,OURO,10000000210,VISA,212
213,ITAUCARD,5 ESTRELAS,10000000211,MASTERCARD,213
214,OUROCARD,OURO,10000000212,MASTERCARD,214
215,ITAUCARD,5 ESTRELAS,10000000213,VISA,215
216,ITAUCARD,PLATINUM,10000000214,AMERICAN EXPRESS CARD,216
217,OUROCARD,OURO,10000000215,VISA,217
218,ITAUCARD,5 ESTRELAS,10000000216,MASTERCARD,218
219,OUROCARD,OURO,10000000217,MASTERCARD,219
220,ITAUCARD,5 ESTRELAS,10000000218,VISA,220
221,ITAUCARD,PLATINUM,10000000219,AMERICAN EXPRESS CARD,221
222,OUROCARD,OURO,10000000220,VISA,222
223,ITAUCARD,5 ESTRELAS,10000000221,MASTERCARD,223
224,OUROCARD,OURO,10000000222,MASTERCARD,224
225,ITAUCARD,5 ESTRELAS,10000000223,VISA,225
226,ITAUCARD,PLATINUM,10000000224,AMERICAN EXPRESS CARD,226
227,OUROCARD,OURO,10000000225,VISA,227
228,ITAUCARD,5 ESTRELAS,10000000226,MASTERCARD,228
229,OUROCARD,OURO,10000000227,MASTERCARD,229
230,ITAUCARD,5 ESTRELAS,10000000228,VISA,230
231,ITAUCARD,PLATINUM,10000000229,AMERICAN EXPRESS CARD,231
232,OUROCARD,OURO,10000000230,VISA,232
233,ITAUCARD,5 ESTRELAS,10000000231,MASTERCARD,233
234,OUROCARD,OURO,10000000232,MASTERCARD,234
235,ITAUCARD,5 ESTRELAS,10000000233,VISA,235
236,ITAUCARD,PLATINUM,10000000234,AMERICAN EXPRESS CARD,236
237,OUROCARD,OURO,10000000235,VISA,237
238,ITAUCARD,5 ESTRELAS,10000000236,MASTERCARD,238
239,OUROCARD,OURO,10000000237,MASTERCARD,239
240,ITAUCARD,5 ESTRELAS,10000000238,VISA,240
241,ITAUCARD,PLATINUM,10000000239,AMERICAN EXPRESS CARD,241
242,OUROCARD,OURO,10000000240,VISA,242
243,ITAUCARD,5 ESTRELAS,10000000241,MASTERCARD,243
244,OUROCARD,OURO,10000000242,MASTERCARD,244
245,ITAUCARD,5 ESTRELAS,10000000243,VISA,245
246,ITAUCARD,PLATINUM,10000000244,AMERICAN EXPRESS CARD,246
247,OUROCARD,OURO,10000000245,VISA,247
248,ITAUCARD,5 ESTRELAS,10000000246,MASTERCARD,248
249,OUROCARD,OURO,10000000247,MASTERCARD,249
250,ITAUCARD,5 ESTRELAS,10000000248,VISA,250
251,ITAUCARD,PLATINUM,10000000249,AMERICAN EXPRESS CARD,251
252,OUROCARD,OURO,10000000250,VISA,252
253,ITAUCARD,5 ESTRELAS,10000000251,MASTERCARD,253
254,OUROCARD,OURO,10000000252,MASTERCARD,254
255,ITAUCARD,5 ESTRELAS,10000000253,VISA,255
256,ITAUCARD,PLATINUM,10000000254,AMERICAN EXPRESS CARD,256
257,OUROCARD,OURO,10000000255,VISA,257
258,ITAUCARD,5 ESTRELAS,10000000256,MASTERCARD,258
259,OUROCARD,OURO,10000000257,MASTERCARD,259
260,ITAUCARD,5 ESTRELAS,10000000258,VISA,260
261,ITAUCARD,PLATINUM,10000000259,AMERICAN EXPRESS CARD,261
262,OUROCARD,OURO,10000000260,VISA,262
